[runlim] version:		1.10
[runlim] sample:		180.0 time, 180.1 real, 257.3 MB
[runlim] sample:		190.0 time, 190.1 real, 338.4 MB
[runlim] sample:		200.0 time, 200.1 real, 304.2 MB
[runlim] sample:		210.0 time, 210.1 real, 276.2 MB
[runlim] sample:		220.0 time, 220.1 real, 377.5 MB
[runlim] sample:		230.0 time, 230.1 real, 393.4 MB
[runlim] sample:		240.0 time, 240.1 real, 301.0 MB
[runlim] sample:		250.0 time, 250.1 real, 302.3 MB
[runlim] sample:		260.0 time, 260.1 real, 317.3 MB
[runlim] sample:		270.0 time, 270.1 real, 340.7 MB
[runlim] sample:		280.0 time, 280.1 real, 331.6 MB
[runlim] sample:		290.0 time, 290.1 real, 324.1 MB
[runlim] sample:		300.0 time, 300.1 real, 314.7 MB
[runlim] sample:		310.0 time, 310.1 real, 351.0 MB
[runlim] sample:		320.0 time, 320.1 real, 361.4 MB
[runlim] sample:		330.0 time, 330.1 real, 346.4 MB
[runlim] sample:		340.0 time, 340.1 real, 355.2 MB
[runlim] sample:		350.0 time, 350.1 real, 344.6 MB
[runlim] sample:		360.0 time, 360.1 real, 318.0 MB
[runlim] sample:		370.0 time, 370.1 real, 318.8 MB
[runlim] sample:		380.0 time, 380.1 real, 511.7 MB
[runlim] sample:		390.0 time, 390.1 real, 445.3 MB
[runlim] sample:		400.0 time, 400.1 real, 459.5 MB
[runlim] sample:		410.0 time, 410.1 real, 432.8 MB
[runlim] sample:		420.0 time, 420.1 real, 466.1 MB
[runlim] sample:		430.0 time, 430.1 real, 466.1 MB
[runlim] sample:		440.0 time, 440.1 real, 502.4 MB
[runlim] sample:		450.0 time, 450.1 real, 530.7 MB
[runlim] sample:		460.0 time, 460.1 real, 530.7 MB
[runlim] sample:		469.9 time, 470.1 real, 488.6 MB
[runlim] sample:		480.0 time, 480.1 real, 357.6 MB
[runlim] sample:		489.9 time, 490.1 real, 357.6 MB
[runlim] sample:		500.0 time, 500.1 real, 501.4 MB
[runlim] sample:		510.0 time, 510.1 real, 534.1 MB
[runlim] sample:		520.0 time, 520.1 real, 597.3 MB
[runlim] sample:		530.0 time, 530.1 real, 597.5 MB
[runlim] sample:		540.0 time, 540.1 real, 753.7 MB
[runlim] sample:		550.0 time, 550.1 real, 350.4 MB
[runlim] sample:		559.9 time, 560.1 real, 458.2 MB
[runlim] sample:		569.9 time, 570.1 real, 458.5 MB
[runlim] sample:		579.9 time, 580.1 real, 626.0 MB
[runlim] sample:		589.9 time, 590.1 real, 514.5 MB
[runlim] sample:		599.9 time, 600.1 real, 452.9 MB
[runlim] sample:		609.9 time, 610.1 real, 324.6 MB
[runlim] sample:		619.9 time, 620.1 real, 494.4 MB
[runlim] sample:		629.9 time, 630.1 real, 484.5 MB
[runlim] sample:		639.9 time, 640.1 real, 457.5 MB
[runlim] sample:		649.9 time, 650.1 real, 409.8 MB
[runlim] sample:		659.9 time, 660.1 real, 452.0 MB
[runlim] sample:		669.9 time, 670.1 real, 445.3 MB
[runlim] sample:		679.9 time, 680.1 real, 426.9 MB
[runlim] sample:		689.9 time, 690.1 real, 467.2 MB
[runlim] sample:		699.9 time, 700.1 real, 441.7 MB
[runlim] sample:		709.9 time, 710.1 real, 429.1 MB
[runlim] sample:		719.9 time, 720.1 real, 458.9 MB
[runlim] sample:		729.9 time, 730.1 real, 447.7 MB
[runlim] sample:		739.9 time, 740.1 real, 447.7 MB
[runlim] sample:		749.9 time, 750.1 real, 457.8 MB
[runlim] sample:		759.9 time, 760.1 real, 447.7 MB
[runlim] sample:		769.9 time, 770.1 real, 447.7 MB
[runlim] sample:		779.9 time, 780.1 real, 506.1 MB
[runlim] sample:		789.9 time, 790.1 real, 549.7 MB
[runlim] sample:		799.9 time, 800.1 real, 732.5 MB
[runlim] sample:		809.9 time, 810.1 real, 617.4 MB
[runlim] sample:		819.9 time, 820.1 real, 617.4 MB
[runlim] sample:		829.9 time, 830.1 real, 435.4 MB
[runlim] sample:		839.9 time, 840.1 real, 435.4 MB
[runlim] sample:		849.9 time, 850.1 real, 508.4 MB
[runlim] sample:		859.9 time, 860.1 real, 474.4 MB
[runlim] sample:		869.9 time, 870.1 real, 485.9 MB
[runlim] sample:		879.9 time, 880.1 real, 440.4 MB
[runlim] sample:		889.9 time, 890.1 real, 475.2 MB
[runlim] sample:		899.9 time, 900.1 real, 475.2 MB
[runlim] sample:		909.9 time, 910.1 real, 473.2 MB
[runlim] sample:		919.9 time, 920.1 real, 485.7 MB
[runlim] sample:		929.9 time, 930.1 real, 479.8 MB
[runlim] sample:		939.9 time, 940.1 real, 479.8 MB
[runlim] sample:		949.9 time, 950.1 real, 622.1 MB
[runlim] sample:		959.9 time, 960.1 real, 622.4 MB
[runlim] sample:		969.9 time, 970.1 real, 768.6 MB
[runlim] sample:		979.9 time, 980.1 real, 541.8 MB
[runlim] sample:		989.9 time, 990.1 real, 586.6 MB
[runlim] sample:		999.9 time, 1000.1 real, 585.2 MB
[runlim] sample:		1009.9 time, 1010.1 real, 585.2 MB
[runlim] sample:		1019.9 time, 1020.1 real, 620.9 MB
[runlim] sample:		1029.9 time, 1030.1 real, 565.7 MB
[runlim] sample:		1039.9 time, 1040.1 real, 581.9 MB
[runlim] sample:		1049.9 time, 1050.1 real, 572.6 MB
[runlim] sample:		1059.9 time, 1060.1 real, 577.1 MB
[runlim] sample:		1069.9 time, 1070.1 real, 577.1 MB
[runlim] sample:		1079.9 time, 1080.1 real, 703.4 MB
[runlim] sample:		1089.9 time, 1090.1 real, 703.4 MB
[runlim] sample:		1099.9 time, 1100.1 real, 709.2 MB
[runlim] sample:		1109.9 time, 1110.1 real, 709.2 MB
[runlim] sample:		1119.9 time, 1120.1 real, 677.8 MB
[runlim] sample:		1129.9 time, 1130.1 real, 622.2 MB
[runlim] sample:		1139.9 time, 1140.1 real, 622.2 MB
[runlim] sample:		1149.9 time, 1150.1 real, 622.2 MB
[runlim] sample:		1159.9 time, 1160.1 real, 699.1 MB
[runlim] sample:		1169.9 time, 1170.1 real, 699.1 MB
[runlim] sample:		1179.9 time, 1180.1 real, 709.8 MB
[runlim] sample:		1189.9 time, 1190.1 real, 709.8 MB
[runlim] sample:		1199.9 time, 1200.1 real, 676.5 MB
[runlim] sample:		1209.9 time, 1210.1 real, 598.4 MB
[runlim] sample:		1219.9 time, 1220.1 real, 665.7 MB
[runlim] sample:		1229.9 time, 1230.1 real, 665.7 MB
[runlim] sample:		1239.9 time, 1240.1 real, 665.7 MB
[runlim] sample:		1249.9 time, 1250.1 real, 623.0 MB
[runlim] sample:		1259.9 time, 1260.1 real, 623.0 MB
[runlim] sample:		1269.9 time, 1270.1 real, 697.3 MB
[runlim] sample:		1279.9 time, 1280.1 real, 697.3 MB
[runlim] sample:		1289.9 time, 1290.1 real, 771.8 MB
[runlim] sample:		1299.9 time, 1300.1 real, 1044.2 MB
[runlim] sample:		1309.9 time, 1310.1 real, 882.8 MB
[runlim] sample:		1319.9 time, 1320.1 real, 926.9 MB
[runlim] sample:		1329.9 time, 1330.1 real, 953.6 MB
[runlim] sample:		1339.9 time, 1340.1 real, 953.6 MB
[runlim] sample:		1349.9 time, 1350.1 real, 953.8 MB
[runlim] sample:		1359.9 time, 1360.1 real, 954.1 MB
[runlim] sample:		1369.9 time, 1370.1 real, 903.9 MB
[runlim] sample:		1379.9 time, 1380.1 real, 713.0 MB
[runlim] sample:		1389.9 time, 1390.1 real, 713.0 MB
[runlim] sample:		1399.9 time, 1400.1 real, 748.1 MB
[runlim] sample:		1409.9 time, 1410.1 real, 748.1 MB
[runlim] sample:		1419.9 time, 1420.1 real, 748.1 MB
[runlim] sample:		1429.9 time, 1430.1 real, 748.1 MB
[runlim] sample:		1439.9 time, 1440.1 real, 940.6 MB
[runlim] sample:		1449.9 time, 1450.1 real, 940.6 MB
[runlim] sample:		1459.9 time, 1460.1 real, 720.4 MB
[runlim] sample:		1469.9 time, 1470.1 real, 683.8 MB
[runlim] sample:		1479.9 time, 1480.1 real, 660.3 MB
[runlim] sample:		1489.9 time, 1490.1 real, 660.3 MB
[runlim] sample:		1499.9 time, 1500.1 real, 652.1 MB
[runlim] sample:		1509.9 time, 1510.1 real, 679.8 MB
[runlim] sample:		1519.9 time, 1520.1 real, 679.8 MB
[runlim] sample:		1529.9 time, 1530.1 real, 618.9 MB
[runlim] sample:		1539.9 time, 1540.1 real, 610.9 MB
[runlim] sample:		1549.9 time, 1550.1 real, 678.1 MB
[runlim] sample:		1559.9 time, 1560.1 real, 678.1 MB
[runlim] sample:		1569.9 time, 1570.1 real, 678.1 MB
[runlim] sample:		1579.9 time, 1580.1 real, 706.5 MB
[runlim] sample:		1589.9 time, 1590.1 real, 647.8 MB
[runlim] sample:		1599.9 time, 1600.1 real, 617.1 MB
[runlim] sample:		1609.9 time, 1610.1 real, 617.1 MB
[runlim] sample:		1619.9 time, 1620.1 real, 672.8 MB
[runlim] sample:		1629.9 time, 1630.1 real, 647.5 MB
[runlim] sample:		1639.9 time, 1640.1 real, 607.3 MB
[runlim] sample:		1649.9 time, 1650.1 real, 607.3 MB
[runlim] sample:		1659.9 time, 1660.1 real, 615.0 MB
[runlim] sample:		1669.9 time, 1670.1 real, 615.0 MB
[runlim] sample:		1679.9 time, 1680.1 real, 822.6 MB
[runlim] sample:		1689.9 time, 1690.1 real, 822.6 MB
[runlim] sample:		1699.9 time, 1700.1 real, 829.1 MB
[runlim] sample:		1709.9 time, 1710.1 real, 903.4 MB
[runlim] sample:		1719.9 time, 1720.1 real, 666.0 MB
[runlim] sample:		1729.9 time, 1730.1 real, 557.8 MB
[runlim] sample:		1739.9 time, 1740.1 real, 578.1 MB
[runlim] sample:		1749.9 time, 1750.1 real, 578.1 MB
[runlim] sample:		1759.9 time, 1760.1 real, 637.3 MB
[runlim] sample:		1769.9 time, 1770.1 real, 567.6 MB
[runlim] sample:		1779.9 time, 1780.1 real, 540.2 MB
[runlim] sample:		1789.9 time, 1790.1 real, 540.2 MB
c Signal interruption.
[runlim] end:			Mon Dec  9 22:24:09 2024
[runlim] status:		out of time
[runlim] result:		2
[runlim] children:		0
[runlim] real:			1800.03 seconds
[runlim] time:			1799.79 seconds
[runlim] space:			1317.2 MB
[runlim] samples:		17999
